2.97,2.8345,2.61332,2.41652,2.25883,2.12186,1.99367,1.86937,1.7478,1.62967,1.5167,1.41111,1.31507,1.23038,1.15817,1.09885,1.0522,1.0175,0.993723,0.979666,0.974077,
2.84437,2.62065,2.41032,2.23898,2.09011,1.9515,1.81803,1.68806,1.56169,1.44009,1.32519,1.21923,1.12434,1.04211,0.97343,0.918413,0.876579,0.847019,0.828591,0.820049,0.820135,
2.65865,2.43853,2.25226,2.09055,1.94128,1.79885,1.66117,1.52766,1.39866,1.27542,1.15989,1.05431,0.96071,0.88053,0.814412,0.762254,0.723382,0.696773,0.681249,0.675598,0.678649,
2.50036,2.3002,2.12496,1.96449,1.81259,1.66689,1.52642,1.3908,1.26037,1.13636,1.02072,0.915646,0.823102,0.744364,0.67988,0.629341,0.591912,0.566475,0.551836,0.546845,0.550451,
2.38146,2.19295,2.02085,1.85884,1.70417,1.55592,1.4135,1.27652,1.14523,1.02083,0.905215,0.800588,0.708825,0.631074,0.567599,0.517899,0.480967,0.455576,0.440491,0.4346,0.436956,
2.29224,2.10854,1.93617,1.7718,1.61454,1.46417,1.32021,1.18221,1.05033,0.925672,0.810139,0.70589,0.614754,0.537767,0.475031,0.425853,0.389042,0.363226,0.34709,0.339504,0.339575,
2.22465,2.04209,1.86799,1.701,1.54128,1.389,1.24371,1.10486,0.972522,0.847722,0.732315,0.628446,0.537908,0.461656,0.399648,0.351006,0.314349,0.288137,0.270931,0.261534,0.259038,
2.17333,1.98999,1.81353,1.64384,1.48177,1.32771,1.18122,1.04166,0.909002,0.784176,0.668986,0.565558,0.475669,0.400216,0.339044,0.291109,0.254844,0.228534,0.210595,0.199726,0.194957,
2.13441,1.94931,1.7702,1.59784,1.43354,1.27784,1.13031,0.990225,0.857422,0.732731,0.617882,0.514981,0.425801,0.351215,0.290986,0.243933,0.208323,0.182274,0.164058,0.152256,0.14581,
2.10493,1.91756,1.73573,1.56083,1.39448,1.23735,1.089,0.948621,0.815902,0.691538,0.57717,0.47487,0.386422,0.312706,0.253444,0.207357,0.172575,0.147068,0.128974,0.116766,0.109295,
2.08256,1.89271,1.70823,1.53099,1.36285,1.20458,1.05571,0.915315,0.782942,0.659117,0.545363,0.443706,0.355951,0.283016,0.224631,0.179464,0.145542,0.120715,0.103004,0.0907853,0.0828294,
2.06549,1.87314,1.68618,1.50688,1.33728,1.17821,1.02916,0.889076,0.757332,0.634263,0.521243,0.420235,0.33307,0.260737,0.203025,0.158603,0.125435,0.101277,0.0840523,0.0720506,0.0639749,
2.05234,1.85759,1.6684,1.48736,1.31668,1.15719,1.00832,0.868895,0.738073,0.615977,0.503798,0.403417,0.31669,0.24471,0.187378,0.143419,0.110784,0.087161,0.0703904,0.0586849,0.0506862,
2.04205,1.84508,1.65395,1.47155,1.30017,1.14065,0.99235,0.853926,0.724319,0.603406,0.492172,0.392385,0.30592,0.234003,0.176696,0.132846,0.100438,0.0771266,0.0606797,0.0492375,0.0413818,
2.03384,1.83489,1.64213,1.45873,1.28704,1.12789,0.980529,0.84344,0.71533,0.595811,0.48563,0.386411,0.300039,0.227883,0.170219,0.126078,0.0935379,0.0702517,0.0539314,0.0426442,0.034908,
2.02714,1.82646,1.6324,1.44835,1.27673,1.11831,0.972236,0.836793,0.710449,0.592533,0.483526,0.38488,0.298459,0.225783,0.167381,0.12253,0.0894645,0.0658781,0.0494433,0.038154,0.0304567,
2.02151,1.81937,1.62432,1.43996,1.26876,1.11141,0.966924,0.83341,0.709082,0.592977,0.485289,0.387259,0.3007,0.22727,0.167775,0.121799,0.0877972,0.0635575,0.0467359,0.0352545,0.0274791,
2.01665,1.8133,1.61756,1.4332,1.26272,1.10673,0.964108,0.832771,0.710687,0.596601,0.490397,0.393077,0.306358,0.232007,0.171115,0.12362,0.0882698,0.0630046,0.0454984,0.0336091,0.0256127,
2.01234,1.80803,1.61186,1.42778,1.25828,1.10389,0.963355,0.834404,0.714769,0.602901,0.498371,0.401905,0.315079,0.239724,0.177203,0.127838,0.0907357,0.0640597,0.0455481,0.0330104,0.0246275,
2.00839,1.80336,1.60701,1.42345,1.25514,1.10255,0.964279,0.837885,0.720873,0.611415,0.508762,0.413341,0.32654,0.250193,0.185898,0.134372,0.0951389,0.0666606,0.0468,0.033347,0.0243887,
2.00471,1.79916,1.60284,1.41998,1.25305,1.10242,0.96654,0.84283,0.728585,0.621712,0.521147,0.427002,0.340427,0.263197,0.197085,0.14319,0.101489,0.0708206,0.0492465,0.0345821,0.0248321,
